Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Experiment,ColonyCount,ColonyCount1,ColonyCount2
C1R4,2,4,95,5,Transitivity_D,,,
C1R4,2,5,95,5,Transitivity_D,,,
C1R4,3,4,95,5,Transitivity_D,,,
C1R4,3,5,95,5,Transitivity_D,,,
C1R4,4,5,95,5,Transitivity_D,,,
C1R6,1,2,5,95,Transitivity_D,,,
C1R6,1,3,5,95,Transitivity_D,,,
C1R6,1,4,5,95,Transitivity_D,,,
C1R6,1,5,5,95,Transitivity_D,,,
C1R6,2,3,5,95,Transitivity_D,,,
C1R6,2,4,5,95,Transitivity_D,,,
C1R6,2,5,5,95,Transitivity_D,,,
C1R6,3,4,5,95,Transitivity_D,,,
C1R6,3,5,5,95,Transitivity_D,,,
C1R6,4,5,5,95,Transitivity_D,,,
C1R6,1,2,50,50,Transitivity_D,,,
C1R6,1,3,50,50,Transitivity_D,,,
C1R6,1,4,50,50,Transitivity_D,,,
C1R6,1,5,50,50,Transitivity_D,,,
C1R6,2,3,50,50,Transitivity_D,,,
C1R6,2,4,50,50,Transitivity_D,,,
C1R6,2,5,50,50,Transitivity_D,,,
C1R6,3,4,50,50,Transitivity_D,,,
C1R6,3,5,50,50,Transitivity_D,,,
C1R6,4,5,50,50,Transitivity_D,,,
C1R6,1,2,95,5,Transitivity_D,,,
C1R6,1,3,95,5,Transitivity_D,,,
C1R6,1,4,95,5,Transitivity_D,,,
C1R6,1,5,95,5,Transitivity_D,,,
C1R6,2,3,95,5,Transitivity_D,,,
C1R6,2,4,95,5,Transitivity_D,,,
C1R6,2,5,95,5,Transitivity_D,,,
C1R6,3,4,95,5,Transitivity_D,,,
C1R6,3,5,95,5,Transitivity_D,,,
C1R6,4,5,95,5,Transitivity_D,,,
C1R7,1,2,5,95,Transitivity_D,,,
C1R7,1,3,5,95,Transitivity_D,,,
C1R7,1,4,5,95,Transitivity_D,,,
C1R7,1,5,5,95,Transitivity_D,,,
C1R7,1,6,5,95,Transitivity_D,,,
C1R7,1,7,5,95,Transitivity_D,,,
C1R7,2,3,5,95,Transitivity_D,,,
C1R7,2,4,5,95,Transitivity_D,,,
C1R7,2,5,5,95,Transitivity_D,,,
C1R7,2,6,5,95,Transitivity_D,,,
C1R7,2,7,5,95,Transitivity_D,,,
C1R7,3,4,5,95,Transitivity_D,,,
C1R7,3,5,5,95,Transitivity_D,,,
C1R7,3,6,5,95,Transitivity_D,,,
C1R7,3,7,5,95,Transitivity_D,,,
C1R7,4,5,5,95,Transitivity_D,,,
C1R7,4,6,5,95,Transitivity_D,,,
C1R7,4,7,5,95,Transitivity_D,,,
C1R7,5,6,5,95,Transitivity_D,,,
C1R7,5,7,5,95,Transitivity_D,,,
C1R7,6,7,5,95,Transitivity_D,,,
C1R7,1,2,50,50,Transitivity_D,,,
C1R7,1,3,50,50,Transitivity_D,,,
C1R7,1,4,50,50,Transitivity_D,,,
C1R7,1,5,50,50,Transitivity_D,,,
C1R7,1,6,50,50,Transitivity_D,,,
C1R7,1,7,50,50,Transitivity_D,,,
C1R7,2,3,50,50,Transitivity_D,,,
C1R7,2,4,50,50,Transitivity_D,,,
C1R7,2,5,50,50,Transitivity_D,,,
C1R7,2,6,50,50,Transitivity_D,,,
C1R7,2,7,50,50,Transitivity_D,,,
C1R7,3,4,50,50,Transitivity_D,,,
C1R7,3,5,50,50,Transitivity_D,,,
C1R7,3,6,50,50,Transitivity_D,,,
C1R7,3,7,50,50,Transitivity_D,,,
C1R7,4,5,50,50,Transitivity_D,,,
C1R7,4,6,50,50,Transitivity_D,,,
C1R7,4,7,50,50,Transitivity_D,,,
C1R7,5,6,50,50,Transitivity_D,,,
C1R7,5,7,50,50,Transitivity_D,,,
C1R7,6,7,50,50,Transitivity_D,,,
C1R7,1,2,95,5,Transitivity_D,,,
C1R7,1,3,95,5,Transitivity_D,,,
C1R7,1,4,95,5,Transitivity_D,,,
C1R7,1,5,95,5,Transitivity_D,,,
C1R7,1,6,95,5,Transitivity_D,,,
C1R7,1,7,95,5,Transitivity_D,,,
C1R7,2,3,95,5,Transitivity_D,,,
C1R7,2,4,95,5,Transitivity_D,,,
C1R7,2,5,95,5,Transitivity_D,,,
C1R7,2,6,95,5,Transitivity_D,,,
C1R7,2,7,95,5,Transitivity_D,,,
C1R7,3,4,95,5,Transitivity_D,,,
C1R7,3,5,95,5,Transitivity_D,,,
C1R7,3,6,95,5,Transitivity_D,,,
C1R7,3,7,95,5,Transitivity_D,,,
C1R7,4,5,95,5,Transitivity_D,,,
C1R7,4,6,95,5,Transitivity_D,,,
C1R7,4,7,95,5,Transitivity_D,,,
C1R7,5,6,95,5,Transitivity_D,,,
C1R7,5,7,95,5,Transitivity_D,,,
C1R7,6,7,95,5,Transitivity_D,,,
C2R6,2,3,5,95,Transitivity_B2,,,
C2R6,2,4,5,95,Transitivity_B2,,,
C2R6,3,4,5,95,Transitivity_B2,,,
C2R6,2,3,50,50,Transitivity_B2,,,
C2R6,2,4,50,50,Transitivity_B2,,,
C2R6,3,4,50,50,Transitivity_B2,,,
C2R6,2,3,95,5,Transitivity_B2,,,
C2R6,2,4,95,5,Transitivity_B2,,,
C2R6,3,4,95,5,Transitivity_B2,,,
C2R8,2,3,5,95,Transitivity_B2,,,
C2R8,2,4,5,95,Transitivity_B2,,,
C2R8,3,4,5,95,Transitivity_B2,,,
C2R8,2,3,50,50,Transitivity_B2,,,
C2R8,2,4,50,50,Transitivity_B2,,,
C2R8,3,4,50,50,Transitivity_B2,,,
C2R8,2,3,95,5,Transitivity_B2,,,
C2R8,2,4,95,5,Transitivity_B2,,,
C2R8,3,4,95,5,Transitivity_B2,,,
C4R1,1,2,5,95,Transitivity_D,,,
C4R1,1,3,5,95,Transitivity_D,,,
C4R1,2,3,5,95,Transitivity_D,,,
C4R1,1,2,50,50,Transitivity_D,,,
C4R1,1,3,50,50,Transitivity_D,,,
C4R1,2,3,50,50,Transitivity_D,,,
C4R1,1,2,95,5,Transitivity_D,,,
C4R1,1,3,95,5,Transitivity_D,,,
C4R1,2,3,95,5,Transitivity_D,,,
C7R1,2,3,5,95,Transitivity_B2,,,
C7R1,2,4,5,95,Transitivity_B2,,,
C7R1,3,4,5,95,Transitivity_B2,,,
C7R1,2,3,50,50,Transitivity_B2,,,
C7R1,2,4,50,50,Transitivity_B2,,,
C7R1,3,4,50,50,Transitivity_B2,,,
C7R1,2,3,95,5,Transitivity_B2,,,
C7R1,2,4,95,5,Transitivity_B2,,,
C7R1,3,4,95,5,Transitivity_B2,,,
C8R4,2,3,5,95,Transitivity_B2,,,
C8R4,2,3,50,50,Transitivity_B2,,,
C8R4,2,3,95,5,Transitivity_B2,,,
C10R2,2,3,5,95,Transitivity_B2,,,
C10R2,2,3,50,50,Transitivity_B2,,,
C10R2,2,3,95,5,Transitivity_B2,,,
C11R1,1,2,5,95,Transitivity_C,,,
C11R1,1,3,5,95,Transitivity_C,,,
C11R1,1,4,5,95,Transitivity_C,,,
C11R1,1,5,5,95,Transitivity_C,,,
C11R1,1,6,5,95,Transitivity_C,,,
C11R1,1,7,5,95,Transitivity_C,,,
C11R1,1,8,5,95,Transitivity_C,,,
C11R1,1,9,5,95,Transitivity_C,,,
C11R1,2,3,5,95,Transitivity_B2,,,
C11R1,2,4,5,95,Transitivity_B2,,,
C11R1,2,5,5,95,Transitivity_B2,,,
C11R1,2,6,5,95,Transitivity_B2,,,
C11R1,2,7,5,95,Transitivity_B2,,,
C11R1,2,8,5,95,Transitivity_B2,,,
C11R1,2,9,5,95,Transitivity_B2,,,
C11R1,3,4,5,95,Transitivity_B2,,,
C11R1,3,5,5,95,Transitivity_B2,,,
C11R1,3,6,5,95,Transitivity_B2,,,
C11R1,3,7,5,95,Transitivity_B2,,,
C11R1,3,8,5,95,Transitivity_B2,,,
C11R1,3,9,5,95,Transitivity_B2,,,
C11R1,4,5,5,95,Transitivity_B2,,,
C11R1,4,6,5,95,Transitivity_B2,,,
C11R1,4,7,5,95,Transitivity_B2,,,
C11R1,4,8,5,95,Transitivity_B2,,,
C11R1,4,9,5,95,Transitivity_B2,,,
C11R1,5,6,5,95,Transitivity_B2,,,
C11R1,5,7,5,95,Transitivity_B2,,,
C11R1,5,8,5,95,Transitivity_B2,,,
C11R1,5,9,5,95,Transitivity_B2,,,
C11R1,6,7,5,95,Transitivity_B2,,,
C11R1,6,8,5,95,Transitivity_B2,,,
C11R1,6,9,5,95,Transitivity_B2,,,
C11R1,7,8,5,95,Transitivity_B2,,,
C11R1,7,9,5,95,Transitivity_B2,,,
C11R1,8,9,5,95,Transitivity_B2,,,
C11R1,1,2,50,50,Transitivity_C,,,
C11R1,1,3,50,50,Transitivity_C,,,
C11R1,1,4,50,50,Transitivity_C,,,
C11R1,1,5,50,50,Transitivity_C,,,
C11R1,1,6,50,50,Transitivity_C,,,
C11R1,1,7,50,50,Transitivity_C,,,
C11R1,1,8,50,50,Transitivity_C,,,
C11R1,1,9,50,50,Transitivity_C,,,
C11R1,2,3,50,50,Transitivity_B2,,,
C11R1,2,4,50,50,Transitivity_B2,,,
C11R1,2,5,50,50,Transitivity_B2,,,
C11R1,2,6,50,50,Transitivity_B2,,,
C11R1,2,7,50,50,Transitivity_B2,,,
C11R1,2,8,50,50,Transitivity_B2,,,
C11R1,2,9,50,50,Transitivity_B2,,,
C11R1,3,4,50,50,Transitivity_B2,,,
C11R1,3,5,50,50,Transitivity_B2,,,
C11R1,3,6,50,50,Transitivity_B2,,,
C11R1,3,7,50,50,Transitivity_B2,,,
C11R1,3,8,50,50,Transitivity_B2,,,
C11R1,3,9,50,50,Transitivity_B2,,,
C11R1,4,5,50,50,Transitivity_B2,,,
C11R1,4,6,50,50,Transitivity_B2,,,
C11R1,4,7,50,50,Transitivity_B2,,,
C11R1,4,8,50,50,Transitivity_B2,,,
C11R1,4,9,50,50,Transitivity_B2,,,
C11R1,5,6,50,50,Transitivity_B2,,,
C11R1,5,7,50,50,Transitivity_B2,,,
C11R1,5,8,50,50,Transitivity_B2,,,
C11R1,5,9,50,50,Transitivity_B2,,,
C11R1,6,7,50,50,Transitivity_B2,,,
C11R1,6,8,50,50,Transitivity_B2,,,
C11R1,6,9,50,50,Transitivity_B2,,,
C11R1,7,8,50,50,Transitivity_B2,,,
C11R1,7,9,50,50,Transitivity_B2,,,
C11R1,8,9,50,50,Transitivity_B2,,,
C11R1,1,2,95,5,Transitivity_C,,,
C11R1,1,3,95,5,Transitivity_C,,,
C11R1,1,4,95,5,Transitivity_C,,,
C11R1,1,5,95,5,Transitivity_C,,,
C11R1,1,6,95,5,Transitivity_C,,,
C11R1,1,7,95,5,Transitivity_C,,,
C11R1,1,8,95,5,Transitivity_C,,,
C11R1,1,9,95,5,Transitivity_C,,,
C11R1,2,3,95,5,Transitivity_B2,,,
C11R1,2,4,95,5,Transitivity_B2,,,
C11R1,2,5,95,5,Transitivity_B2,,,
C11R1,2,6,95,5,Transitivity_B2,,,
C11R1,2,7,95,5,Transitivity_B2,,,
C11R1,2,8,95,5,Transitivity_B2,,,
C11R1,2,9,95,5,Transitivity_B2,,,
C11R1,3,4,95,5,Transitivity_B2,,,
C11R1,3,5,95,5,Transitivity_B2,,,
C11R1,3,6,95,5,Transitivity_B2,,,
C11R1,3,7,95,5,Transitivity_B2,,,
C11R1,3,8,95,5,Transitivity_B2,,,
C11R1,3,9,95,5,Transitivity_B2,,,
C11R1,4,5,95,5,Transitivity_B2,,,
C11R1,4,6,95,5,Transitivity_B2,,,
C11R1,4,7,95,5,Transitivity_B2,,,
C11R1,4,8,95,5,Transitivity_B2,,,
C11R1,4,9,95,5,Transitivity_B2,,,
C11R1,5,6,95,5,Transitivity_B2,,,
C11R1,5,7,95,5,Transitivity_B2,,,
C11R1,5,8,95,5,Transitivity_B2,,,
C11R1,5,9,95,5,Transitivity_B2,,,
C11R1,6,7,95,5,Transitivity_B2,,,
C11R1,6,8,95,5,Transitivity_B2,,,
C11R1,6,9,95,5,Transitivity_B2,,,
C11R1,7,8,95,5,Transitivity_B2,,,
C11R1,7,9,95,5,Transitivity_B2,,,
C11R1,8,9,95,5,Transitivity_B2,,,
C11R2,1,2,5,95,Transitivity_C2,,,
C11R2,1,3,5,95,Transitivity_C2,,,
C11R2,1,4,5,95,Transitivity_C2,,,
C11R2,1,5,5,95,Transitivity_C2,,,
C11R2,1,6,5,95,Transitivity_C2,,,
C11R2,1,7,5,95,Transitivity_C2,,,
C11R2,1,8,5,95,Transitivity_C2,,,
C11R2,1,9,5,95,Transitivity_C2,,,
C11R2,1,10,5,95,Transitivity_C2,,,
C11R2,1,11,5,95,Transitivity_C2,,,
C11R2,1,12,5,95,Transitivity_C2,,,
C11R2,1,13,5,95,Transitivity_C2,,,
C11R2,2,3,5,95,Transitivity_C2,,,
C11R2,2,4,5,95,Transitivity_C2,,,
C11R2,2,5,5,95,Transitivity_C2,,,
C11R2,2,6,5,95,Transitivity_C2,,,
C11R2,2,7,5,95,Transitivity_C2,,,
C11R2,2,8,5,95,Transitivity_C2,,,
C11R2,2,9,5,95,Transitivity_C2,,,
C11R2,2,10,5,95,Transitivity_C2,,,
C11R2,2,11,5,95,Transitivity_C2,,,
C11R2,2,12,5,95,Transitivity_C2,,,
C11R2,2,13,5,95,Transitivity_C2,,,
C11R2,3,4,5,95,Transitivity_C2,,,
C11R2,3,5,5,95,Transitivity_C2,,,
C11R2,3,6,5,95,Transitivity_C2,,,
C11R2,3,7,5,95,Transitivity_C2,,,
C11R2,3,8,5,95,Transitivity_C2,,,
C11R2,3,9,5,95,Transitivity_C2,,,
C11R2,3,10,5,95,Transitivity_C2,,,
C11R2,3,11,5,95,Transitivity_C2,,,
C11R2,3,12,5,95,Transitivity_C2,,,
C11R2,3,13,5,95,Transitivity_C2,,,
C11R2,4,5,5,95,Transitivity_C2,,,
C11R2,4,6,5,95,Transitivity_C2,,,
C11R2,4,7,5,95,Transitivity_C2,,,
C11R2,4,8,5,95,Transitivity_C2,,,
C11R2,4,9,5,95,Transitivity_C2,,,
C11R2,4,10,5,95,Transitivity_C2,,,
C11R2,4,11,5,95,Transitivity_C2,,,
C11R2,4,12,5,95,Transitivity_C2,,,
C11R2,4,13,5,95,Transitivity_C2,,,
C11R2,5,6,5,95,Transitivity_C2,,,
C11R2,5,7,5,95,Transitivity_C2,,,
C11R2,5,8,5,95,Transitivity_C2,,,
C11R2,5,9,5,95,Transitivity_C2,,,
C11R2,5,10,5,95,Transitivity_C2,,,
C11R2,5,11,5,95,Transitivity_C2,,,
C11R2,5,12,5,95,Transitivity_C2,,,
C11R2,5,13,5,95,Transitivity_C2,,,
C11R2,6,7,5,95,Transitivity_C2,,,
C11R2,6,8,5,95,Transitivity_C2,,,
C11R2,6,9,5,95,Transitivity_C2,,,
C11R2,6,10,5,95,Transitivity_C2,,,
C11R2,6,11,5,95,Transitivity_C2,,,
C11R2,6,12,5,95,Transitivity_C2,,,
C11R2,6,13,5,95,Transitivity_C2,,,
C11R2,7,8,5,95,Transitivity_C2,,,
C11R2,7,9,5,95,Transitivity_C2,,,
C11R2,7,10,5,95,Transitivity_C2,,,
C11R2,7,11,5,95,Transitivity_C2,,,
C11R2,7,12,5,95,Transitivity_C2,,,
C11R2,7,13,5,95,Transitivity_C2,,,
C11R2,8,9,5,95,Transitivity_C2,,,
C11R2,8,10,5,95,Transitivity_C2,,,
C11R2,8,11,5,95,Transitivity_C2,,,
C11R2,8,12,5,95,Transitivity_C2,,,
C11R2,8,13,5,95,Transitivity_C2,,,
C11R2,9,10,5,95,Transitivity_C2,,,
C11R2,9,11,5,95,Transitivity_C2,,,
C11R2,9,12,5,95,Transitivity_C2,,,
C11R2,9,13,5,95,Transitivity_C2,,,
C11R2,10,11,5,95,Transitivity_C2,,,
C11R2,10,12,5,95,Transitivity_C2,,,
C11R2,10,13,5,95,Transitivity_C2,,,
C11R2,11,12,5,95,Transitivity_C2,,,
C11R2,11,13,5,95,Transitivity_C2,,,
C11R2,12,13,5,95,Transitivity_C2,,,
C11R2,1,2,50,50,Transitivity_C2,,,
C11R2,1,3,50,50,Transitivity_C2,,,
C11R2,1,4,50,50,Transitivity_C2,,,
C11R2,1,5,50,50,Transitivity_C2,,,
C11R2,1,6,50,50,Transitivity_C2,,,
C11R2,1,7,50,50,Transitivity_C2,,,
C11R2,1,8,50,50,Transitivity_C2,,,
C11R2,1,9,50,50,Transitivity_C2,,,
C11R2,1,10,50,50,Transitivity_C2,,,
C11R2,1,11,50,50,Transitivity_C2,,,
C11R2,1,12,50,50,Transitivity_C2,,,
C11R2,1,13,50,50,Transitivity_C2,,,
C11R2,2,3,50,50,Transitivity_C2,,,
C11R2,2,4,50,50,Transitivity_C2,,,
C11R2,2,5,50,50,Transitivity_C2,,,
C11R2,2,6,50,50,Transitivity_C2,,,
C11R2,2,7,50,50,Transitivity_C2,,,
C11R2,2,8,50,50,Transitivity_C2,,,
C11R2,2,9,50,50,Transitivity_C2,,,
C11R2,2,10,50,50,Transitivity_C2,,,
C11R2,2,11,50,50,Transitivity_C2,,,
C11R2,2,12,50,50,Transitivity_C2,,,
C11R2,2,13,50,50,Transitivity_C2,,,
C11R2,3,4,50,50,Transitivity_C2,,,
C11R2,3,5,50,50,Transitivity_C2,,,
C11R2,3,6,50,50,Transitivity_C2,,,
C11R2,3,7,50,50,Transitivity_C2,,,
C11R2,3,8,50,50,Transitivity_C2,,,
C11R2,3,9,50,50,Transitivity_C2,,,
C11R2,3,10,50,50,Transitivity_C2,,,
C11R2,3,11,50,50,Transitivity_C2,,,
C11R2,3,12,50,50,Transitivity_C2,,,
C11R2,3,13,50,50,Transitivity_C2,,,
C11R2,4,5,50,50,Transitivity_C2,,,
C11R2,4,6,50,50,Transitivity_C2,,,
C11R2,4,7,50,50,Transitivity_C2,,,
C11R2,4,8,50,50,Transitivity_C2,,,
C11R2,4,9,50,50,Transitivity_C2,,,
C11R2,4,10,50,50,Transitivity_C2,,,
C11R2,4,11,50,50,Transitivity_C2,,,
C11R2,4,12,50,50,Transitivity_C2,,,
C11R2,4,13,50,50,Transitivity_C2,,,
C11R2,5,6,50,50,Transitivity_C2,,,
C11R2,5,7,50,50,Transitivity_C2,,,
C11R2,5,8,50,50,Transitivity_C2,,,
C11R2,5,9,50,50,Transitivity_C2,,,
C11R2,5,10,50,50,Transitivity_C2,,,
C11R2,5,11,50,50,Transitivity_C2,,,
C11R2,5,12,50,50,Transitivity_C2,,,
C11R2,5,13,50,50,Transitivity_C2,,,
C11R2,6,7,50,50,Transitivity_C2,,,
C11R2,6,8,50,50,Transitivity_C2,,,
C11R2,6,9,50,50,Transitivity_C2,,,
C11R2,6,10,50,50,Transitivity_C2,,,
C11R2,6,11,50,50,Transitivity_C2,,,
C11R2,6,12,50,50,Transitivity_C2,,,
C11R2,6,13,50,50,Transitivity_C2,,,
C11R2,7,8,50,50,Transitivity_C2,,,
C11R2,7,9,50,50,Transitivity_C2,,,
C11R2,7,10,50,50,Transitivity_C2,,,
C11R2,7,11,50,50,Transitivity_C2,,,
C11R2,7,12,50,50,Transitivity_C2,,,
C11R2,7,13,50,50,Transitivity_C2,,,
C11R2,8,9,50,50,Transitivity_C2,,,
C11R2,8,10,50,50,Transitivity_C2,,,
C11R2,8,11,50,50,Transitivity_C2,,,
C11R2,8,12,50,50,Transitivity_C2,,,
C11R2,8,13,50,50,Transitivity_C2,,,
C11R2,9,10,50,50,Transitivity_C2,,,
C11R2,9,11,50,50,Transitivity_C2,,,
C11R2,9,12,50,50,Transitivity_C2,,,
C11R2,9,13,50,50,Transitivity_C2,,,
C11R2,10,11,50,50,Transitivity_C2,,,
C11R2,10,12,50,50,Transitivity_C2,,,
C11R2,10,13,50,50,Transitivity_C2,,,
C11R2,11,12,50,50,Transitivity_C2,,,
C11R2,11,13,50,50,Transitivity_C2,,,
C11R2,12,13,50,50,Transitivity_C2,,,
C11R2,1,2,95,5,Transitivity_C2,,,
C11R2,1,3,95,5,Transitivity_C2,,,
C11R2,1,4,95,5,Transitivity_C2,,,
C11R2,1,5,95,5,Transitivity_C2,,,
C11R2,1,6,95,5,Transitivity_C2,,,
C11R2,1,7,95,5,Transitivity_C2,,,
C11R2,1,8,95,5,Transitivity_C2,,,
C11R2,1,9,95,5,Transitivity_C2,,,
C11R2,1,10,95,5,Transitivity_C2,,,
C11R2,1,11,95,5,Transitivity_C2,,,
C11R2,1,12,95,5,Transitivity_C2,,,
C11R2,1,13,95,5,Transitivity_C2,,,
C11R2,2,3,95,5,Transitivity_C2,,,
C11R2,2,4,95,5,Transitivity_C2,,,
C11R2,2,5,95,5,Transitivity_C2,,,
C11R2,2,6,95,5,Transitivity_C2,,,
C11R2,2,7,95,5,Transitivity_C2,,,
C11R2,2,8,95,5,Transitivity_C2,,,
C11R2,2,9,95,5,Transitivity_C2,,,
C11R2,2,10,95,5,Transitivity_C2,,,
C11R2,2,11,95,5,Transitivity_C2,,,
C11R2,2,12,95,5,Transitivity_C2,,,
C11R2,2,13,95,5,Transitivity_C2,,,
C11R2,3,4,95,5,Transitivity_C2,,,
C11R2,3,5,95,5,Transitivity_C2,,,
C11R2,3,6,95,5,Transitivity_C2,,,
C11R2,3,7,95,5,Transitivity_C2,,,
C11R2,3,8,95,5,Transitivity_C2,,,
C11R2,3,9,95,5,Transitivity_C2,,,
C11R2,3,10,95,5,Transitivity_C2,,,
C11R2,3,11,95,5,Transitivity_C2,,,
C11R2,3,12,95,5,Transitivity_C2,,,
C11R2,3,13,95,5,Transitivity_C2,,,
C11R2,4,5,95,5,Transitivity_C2,,,
C11R2,4,6,95,5,Transitivity_C2,,,
C11R2,4,7,95,5,Transitivity_C2,,,
C11R2,4,8,95,5,Transitivity_C2,,,
C11R2,4,9,95,5,Transitivity_C2,,,
C11R2,4,10,95,5,Transitivity_C2,,,
C11R2,4,11,95,5,Transitivity_C2,,,
C11R2,4,12,95,5,Transitivity_C2,,,
C11R2,4,13,95,5,Transitivity_C2,,,
C11R2,5,6,95,5,Transitivity_C2,,,
C11R2,5,7,95,5,Transitivity_C2,,,
C11R2,5,8,95,5,Transitivity_C2,,,
C11R2,5,9,95,5,Transitivity_C2,,,
C11R2,5,10,95,5,Transitivity_C2,,,
C11R2,5,11,95,5,Transitivity_C2,,,
C11R2,5,12,95,5,Transitivity_C2,,,
C11R2,5,13,95,5,Transitivity_C2,,,
C11R2,6,7,95,5,Transitivity_C2,,,
C11R2,6,8,95,5,Transitivity_C2,,,
C11R2,6,9,95,5,Transitivity_C2,,,
C11R2,6,10,95,5,Transitivity_C2,,,
C11R2,6,11,95,5,Transitivity_C2,,,
C11R2,6,12,95,5,Transitivity_C2,,,
C11R2,6,13,95,5,Transitivity_C2,,,
C11R2,7,8,95,5,Transitivity_C2,,,
C11R2,7,9,95,5,Transitivity_C2,,,
C11R2,7,10,95,5,Transitivity_C2,,,
C11R2,7,11,95,5,Transitivity_C2,,,
C11R2,7,12,95,5,Transitivity_C2,,,
C11R2,7,13,95,5,Transitivity_C2,,,
C11R2,8,9,95,5,Transitivity_C2,,,
C11R2,8,10,95,5,Transitivity_C2,,,
C11R2,8,11,95,5,Transitivity_C2,,,
C11R2,8,12,95,5,Transitivity_C2,,,
C11R2,8,13,95,5,Transitivity_C2,,,
C11R2,9,10,95,5,Transitivity_C2,,,
C11R2,9,11,95,5,Transitivity_C2,,,
C11R2,9,12,95,5,Transitivity_C2,,,
C11R2,9,13,95,5,Transitivity_C2,,,
C11R2,10,11,95,5,Transitivity_C2,,,
C11R2,10,12,95,5,Transitivity_C2,,,
C11R2,10,13,95,5,Transitivity_C2,,,
C11R2,11,12,95,5,Transitivity_C2,,,
C11R2,11,13,95,5,Transitivity_C2,,,
C11R2,12,13,95,5,Transitivity_C2,,,
C11R5,1,2,5,95,Transitivity_D,,,
C11R5,1,3,5,95,Transitivity_D,,,
C11R5,1,4,5,95,Transitivity_D,,,
C11R5,1,5,5,95,Transitivity_D,,,
C11R5,2,3,5,95,Transitivity_D,,,
C11R5,2,4,5,95,Transitivity_D,,,
C11R5,2,5,5,95,Transitivity_D,,,
C11R5,3,4,5,95,Transitivity_D,,,
C11R5,3,5,5,95,Transitivity_D,,,
C11R5,4,5,5,95,Transitivity_D,,,
C11R5,1,2,50,50,Transitivity_D,,,
C11R5,1,3,50,50,Transitivity_D,,,
C11R5,1,4,50,50,Transitivity_D,,,
C11R5,1,5,50,50,Transitivity_D,,,
C11R5,2,3,50,50,Transitivity_D,,,
C11R5,2,4,50,50,Transitivity_D,,,
C11R5,2,5,50,50,Transitivity_D,,,
C11R5,3,4,50,50,Transitivity_D,,,
C11R5,3,5,50,50,Transitivity_D,,,
C11R5,4,5,50,50,Transitivity_D,,,
C11R5,1,2,95,5,Transitivity_D,,,
C11R5,1,3,95,5,Transitivity_D,,,
C11R5,1,4,95,5,Transitivity_D,,,
C11R5,1,5,95,5,Transitivity_D,,,
C11R5,2,3,95,5,Transitivity_D,,,
C11R5,2,4,95,5,Transitivity_D,,,
C11R5,2,5,95,5,Transitivity_D,,,
C11R5,3,4,95,5,Transitivity_D,,,
C11R5,3,5,95,5,Transitivity_D,,,
C11R5,4,5,95,5,Transitivity_D,,,
