AlignmentType,ExpID1,ExpID2,ConsensusLength,BasePairGap,BasePairMismatch,AlignmentScore
global,1.2.B.6,11.1.C.3,817,40,116,326.717224121094
global,1.2.B.6,11.2.A.1,884,27,103,835.789367675781
global,1.2.B.6,11.2.A.2,908,40,106,1068.45690917969
global,1.2.B.6,11.2.A.3,731,78,81,-115.946380615234
global,1.2.B.6,11.2.A.3.2,857,204,78,-170.763107299805
global,1.2.B.6,11.2.B.1,848,152,77,186.892639160156
global,1.2.B.6,11.2.B.2,651,0,76,104.808471679688
global,1.2.B.6,11.2.B.3,730,8,83,-72.078125
global,1.2.B.6,11.2.B.4.1,660,1,76,149.12158203125
global,1.2.B.6,11.2.B.4.2,960,66,111,784.656921386719
global,1.2.B.6,11.2.B.6,964,59,25,1249.43774414063
global,1.2.B.6,11.2.B.7,908,29,100,1248.39001464844
global,1.2.B.6,11.2.B.8.2,730,18,87,355.2578125
global,1.2.B.6,11.5.A.1,746,70,11,704.3056640625
global,1.2.B.6,11.5.A.1.2,905,1,117,728.360107421875
global,1.2.B.6,11.5.B.1,746,0,10,643.580017089844
global,1.2.B.6,11.5.B.2,746,70,10,538.324523925781
global,1.2.B.6,11.5.B.3,690,204,61,-1082.45593261719
global,1.2.B.6,azo.a1,854,0,15,1618.90905761719
global,1.2.B.6,11.6.A.1.2,905,0,12,1757.56127929688
global,1.2.B.6,11.6.A.3,859,204,78,-158.155868530273
global,1.2.B.6,11.6.A.5,827,3,100,378.658935546875
global,1.4.A.1,1.4.A.3,688,163,62,-528.902954101563
global,1.4.A.1,1.4.A.4,770,104,13,521.403869628906
global,1.4.A.1,1.4.A.5,660,6,76,-371.868194580078
global,1.4.A.1,1.4.B.4,793,6,88,1043.67163085938
global,1.4.A.1,1.6.A.1,741,75,11,482.992340087891
global,1.4.A.1,1.6.A.2,824,163,86,129.300872802734
global,1.4.A.1,1.6.A.4,799,0,12,1577.09460449219
global,1.4.A.1,1.6.A.5,876,53,98,794.940307617188
global,1.4.A.1,1.6.A.6,785,6,86,831.130554199219
global,1.4.A.1,1.7.A.1,734,70,86,-131.788101196289
global,1.4.A.1,1.7.A.1.2,826,0,0,1438.84423828125
global,1.4.A.1,1.7.A.3,794,6,89,1193.47045898438
global,1.4.A.1,1.7.A.4,887,76,98,663.297241210938
global,1.4.A.1,1.7.A.5,795,138,72,359.877807617188
global,1.4.A.1,1.7.B.3,775,102,80,504.648254394531
global,1.4.A.1,1.7.B.4,826,175,78,132.629348754883
global,1.4.A.1,2.6.A.1,666,137,64,-520.279541015625
global,1.4.A.1,2.6.A.2,816,135,87,516.798400878906
global,1.4.A.1,2.6.A.3,840,19,94,795.519287109375
global,1.4.A.1,2.8.A.1,826,175,78,132.629348754883
global,1.4.A.1,2.8.A.2,844,76,87,914.057250976563
global,1.4.A.1,2.8.A.3,814,0,11,1725.94604492188
global,1.4.A.1,2.8.B.2,930,104,11,1339.59069824219
global,1.4.A.1,4.1.A.1,792,0,17,1482.32092285156
global,1.4.A.1,4.1.A.2,826,174,76,145.5244140625
global,1.4.A.1,4.1.B.4,882,67,121,661.1669921875
global,1.4.A.1,7.1.A.1,657,134,65,-566.397583007813
global,1.4.A.1,7.1.A.2,919,108,23,1165.48474121094
global,1.4.A.1,7.1.A.3,657,134,65,-566.397583007813
global,1.4.A.1,7.1.B.2,676,1,85,366.052551269531
global,1.4.A.1,8.2.A.1,656,134,65,-572.701293945313
global,1.4.A.1,8.2.A.2,656,134,65,-572.701293945313
global,1.4.A.1,8.4.A.1,837,49,41,1285.2431640625
global,1.4.A.1,8.4.A.2,826,169,77,178.746170043945
global,1.4.A.1,8.4.B.2,860,72,41,1193.2431640625
global,1.4.A.1,8.5.A.1,634,0,72,75.2415161132813
global,1.4.A.1,8.5.A.2,915,104,9,1297.62622070313
global,1.4.A.1,8.5.A.3,655,134,66,-471.491333007813
global,1.4.A.1,8.5.B.2,656,134,67,-375.065856933594
global,1.4.A.1,8.5.B.3,826,0,9,1084.17858886719
global,1.4.A.1,8.5.C.5,809,0,11,1893.65612792969
global,1.4.A.1,10.2.A.1,763,0,13,1574.35522460938
global,1.4.A.1,10.2.A.2,666,0,87,162.523681640625
global,1.4.A.1,11.1.A.1,781,0,17,1468.146484375
global,1.4.A.1,11.1.A.2,926,114,126,438.37841796875
global,1.4.A.1,11.1.A.3,829,33,92,592.517150878906
global,1.4.A.1,11.1.A.4,887,77,102,927.384887695312
global,1.4.A.1,11.1.B.1,526,0,63,-530.894958496094
global,1.4.A.1,11.1.B.3,826,169,80,153.859451293945
global,1.4.A.1,11.1.C.1,838,47,103,943.514831542969
global,1.4.A.1,11.1.C.2,826,157,111,-97.7998504638672
global,1.4.A.1,11.1.C.3,794,64,113,171.933990478516
global,1.4.A.1,11.2.A.1,817,6,103,677.820739746094
global,1.4.A.1,11.2.A.2,865,42,99,969.280212402344
global,1.4.A.1,11.2.A.3,657,0,94,190.294525146484
global,1.4.A.1,11.2.A.3.2,787,134,78,145.236221313477
global,1.4.A.1,11.2.B.1,812,116,80,487.040405273438
global,1.4.A.1,11.2.B.2,651,0,76,420.808837890625
global,1.4.A.1,11.2.B.3,656,0,92,-481.037445068359
global,1.4.A.1,11.2.B.4.1,660,1,75,474.001342773438
global,1.4.A.1,11.2.B.4.2,827,3,105,429.174194335938
global,1.4.A.1,11.2.B.6,826,0,24,759.739868164063
global,1.4.A.1,11.2.B.7,876,53,99,971.278991699219
global,1.4.A.1,11.2.B.8.2,716,60,96,37.1460037231445
global,1.4.A.1,11.5.A.1,676,0,13,1013.07092285156
global,1.4.A.1,11.5.A.1.2,826,1,110,254.181640625
global,1.4.A.1,11.5.B.1,676,0,12,221.733215332031
global,1.4.A.1,11.5.B.2,676,0,12,847.733215332031
global,1.4.A.1,11.5.B.3,620,134,61,-766.455017089844
global,1.4.A.1,azo.a1,792,0,17,1279.48803710938
global,1.4.A.1,11.6.A.1.2,826,0,13,1212.34521484375
global,1.4.A.1,11.6.A.3,789,134,78,157.843399047852
global,1.4.A.1,11.6.A.5,820,7,92,627.684509277344
global,1.4.A.3,1.4.A.4,525,0,64,-321.494384765625
global,1.4.A.3,1.4.A.5,519,0,2,-71.2330932617188
global,1.4.A.3,1.4.B.4,525,0,3,104.54296875
global,1.4.A.3,1.6.A.1,525,0,63,-197.19873046875
global,1.4.A.3,1.6.A.2,525,0,0,486.419921875
global,1.4.A.3,1.6.A.4,636,111,63,-608.086669921875
global,1.4.A.3,1.6.A.5,525,0,10,-486.390441894531
global,1.4.A.3,1.6.A.6,525,0,2,-23.34228515625
global,1.4.A.3,1.7.A.1,525,0,0,184.419555664063
global,1.4.A.3,1.7.A.1.2,697,172,62,-972.903259277344
global,1.4.A.3,1.7.A.3,525,0,3,353.639709472656
global,1.4.A.3,1.7.A.4,525,0,10,-494.390472412109
global,1.4.A.3,1.7.A.5,525,0,2,644.838500976563
global,1.4.A.3,1.7.B.3,547,22,2,718.288696289063
global,1.4.A.3,1.7.B.4,529,4,8,453.371459960938
global,1.4.A.3,2.6.A.1,525,0,2,1156.83605957031
global,1.4.A.3,2.6.A.2,529,4,10,617.349548339844
global,1.4.A.3,2.6.A.3,525,0,2,-395.342254638672
global,1.4.A.3,2.8.A.1,529,4,8,453.371459960938
global,1.4.A.3,2.8.A.2,525,0,4,245.006713867188
global,1.4.A.3,2.8.A.3,676,151,63,-489.198059082031
global,1.4.A.3,2.8.B.2,697,172,63,-989.198974609375
global,1.4.A.3,4.1.A.1,725,200,67,-565.841735839844
global,1.4.A.3,4.1.A.2,525,0,5,639.95166015625
global,1.4.A.3,4.1.B.4,688,165,74,-755.297119140625
global,1.4.A.3,7.1.A.1,519,0,4,937.004821777344
global,1.4.A.3,7.1.A.2,673,148,64,-927.493591308594
global,1.4.A.3,7.1.A.3,519,0,4,937.004821777344
global,1.4.A.3,7.1.B.2,525,0,6,685.819091796875
global,1.4.A.3,8.2.A.1,518,0,4,931.023132324219
global,1.4.A.3,8.2.A.2,518,0,4,931.023132324219
global,1.4.A.3,8.4.A.1,537,12,64,-595.492309570313
global,1.4.A.3,8.4.A.2,525,0,4,460.895660400391
global,1.4.A.3,8.4.B.2,537,12,64,-687.492309570313
global,1.4.A.3,8.5.A.1,525,0,1,576.538757324219
global,1.4.A.3,8.5.A.2,673,148,62,-884.902282714844
global,1.4.A.3,8.5.A.3,517,0,6,1207.28039550781
global,1.4.A.3,8.5.B.2,518,0,6,1213.84680175781
global,1.4.A.3,8.5.B.3,765,240,62,-1252.91040039063
global,1.4.A.3,8.5.C.5,673,148,63,-469.197875976563
global,1.4.A.3,10.2.A.1,525,0,63,-167.372177124023
global,1.4.A.3,10.2.A.2,525,0,1,617.1318359375
global,1.4.A.3,11.1.A.1,525,0,67,-390.379302978516
global,1.4.A.3,11.1.A.2,558,34,75,-901.347595214844
global,1.4.A.3,11.1.A.3,660,135,61,-842.323974609375
global,1.4.A.3,11.1.A.4,525,0,6,-41.001220703125
global,1.4.A.3,11.1.B.1,525,0,1,1187.1318359375
global,1.4.A.3,11.1.B.3,529,4,9,586.769409179688
global,1.4.A.3,11.1.C.1,525,0,9,-2.0330810546875
global,1.4.A.3,11.1.C.2,532,8,78,-251.200012207031
global,1.4.A.3,11.1.C.3,603,80,74,-529.056701660156
global,1.4.A.3,11.2.A.1,860,335,25,-367.961822509766
global,1.4.A.3,11.2.A.2,700,175,62,-734.903686523438
global,1.4.A.3,11.2.A.3,519,0,7,675.796264648438
global,1.4.A.3,11.2.A.3.2,529,4,8,445.371459960938
global,1.4.A.3,11.2.B.1,675,150,6,455.656066894531
global,1.4.A.3,11.2.B.2,525,0,3,923.639770507813
global,1.4.A.3,11.2.B.3,518,0,5,-120.177612304688
global,1.4.A.3,11.2.B.4.1,503,0,62,24.7774887084961
global,1.4.A.3,11.2.B.4.2,540,17,74,-1358.74169921875
global,1.4.A.3,11.2.B.6,790,265,62,-1606.20361328125
global,1.4.A.3,11.2.B.7,697,172,11,-329.822845458984
