"Plate","Well","Wavelength","Abs","Transfer","Layout","MixPlate","MixIsolate","Isolate1","Isolate2","Community","Isolate1Freq","Isolate2Freq"
"T1_75_P1","B11",340,0.452,"1","75_","1",TRUE,"2","4","C11R5","50","50"
"T1_75_P1","B12",340,0.458,"1","75_","1",TRUE,"2","5","C11R5","50","50"
"T1_75_P1","C01",340,0.458,"1","75_","1",TRUE,"3","1","C1R7","50","50"
"T1_75_P1","C02",340,0.365,"1","75_","1",TRUE,"3","2","C1R7","50","50"
"T1_75_P1","C03",340,0.395,"1","75_","1",TRUE,"3","3","C1R7","50","50"
"T1_75_P1","C04",340,0.377,"1","75_","1",TRUE,"3","4","C1R7","50","50"
"T1_75_P1","C05",340,0.379,"1","75_","1",TRUE,"3","5","C1R7","50","50"
"T1_75_P1","C06",340,0.274,"1","75_","1",TRUE,"3","6","C1R7","50","50"
"T1_75_P1","C07",340,0.444,"1","75_","1",TRUE,"3","7","C1R7","50","50"
"T1_75_P1","C08",340,0.736,"1","75_","1",TRUE,"3","1","C11R5","50","50"
"T1_75_P1","C09",340,0.469,"1","75_","1",TRUE,"3","2","C11R5","50","50"
"T1_75_P1","C10",340,0.725,"1","75_","1",TRUE,"3","3","C11R5","50","50"
"T1_75_P1","C11",340,0.461,"1","75_","1",TRUE,"3","4","C11R5","50","50"
"T1_75_P1","C12",340,0.679,"1","75_","1",TRUE,"3","5","C11R5","50","50"
"T1_75_P1","D01",340,0.46,"1","75_","1",TRUE,"4","1","C1R7","50","50"
"T1_75_P1","D02",340,0.379,"1","75_","1",TRUE,"4","2","C1R7","50","50"
"T1_75_P1","D03",340,0.355,"1","75_","1",TRUE,"4","3","C1R7","50","50"
"T1_75_P1","D04",340,0.396,"1","75_","1",TRUE,"4","4","C1R7","50","50"
"T1_75_P1","D05",340,0.386,"1","75_","1",TRUE,"4","5","C1R7","50","50"
"T1_75_P1","D06",340,0.386,"1","75_","1",TRUE,"4","6","C1R7","50","50"
"T1_75_P1","D07",340,0.458,"1","75_","1",TRUE,"4","7","C1R7","50","50"
"T1_75_P1","D08",340,0.455,"1","75_","1",TRUE,"4","1","C11R5","50","50"
"T1_75_P1","D09",340,0.467,"1","75_","1",TRUE,"4","2","C11R5","50","50"
"T1_75_P1","D10",340,0.467,"1","75_","1",TRUE,"4","3","C11R5","50","50"
"T1_75_P1","D11",340,0.476,"1","75_","1",TRUE,"4","4","C11R5","50","50"
"T1_75_P1","D12",340,0.453,"1","75_","1",TRUE,"4","5","C11R5","50","50"
"T1_75_P1","E01",340,0.459,"1","75_","1",TRUE,"5","1","C1R7","50","50"
"T1_75_P1","E02",340,0.391,"1","75_","1",TRUE,"5","2","C1R7","50","50"
"T1_75_P1","E03",340,0.383,"1","75_","1",TRUE,"5","3","C1R7","50","50"
"T1_75_P1","E04",340,0.373,"1","75_","1",TRUE,"5","4","C1R7","50","50"
"T1_75_P1","E05",340,0.379,"1","75_","1",TRUE,"5","5","C1R7","50","50"
"T1_75_P1","E06",340,0.346,"1","75_","1",TRUE,"5","6","C1R7","50","50"
"T1_75_P1","E07",340,0.468,"1","75_","1",TRUE,"5","7","C1R7","50","50"
"T1_75_P1","E08",340,0.609,"1","75_","1",TRUE,"5","1","C11R5","50","50"
"T1_75_P1","E09",340,0.446,"1","75_","1",TRUE,"5","2","C11R5","50","50"
"T1_75_P1","E10",340,0.641,"1","75_","1",TRUE,"5","3","C11R5","50","50"
"T1_75_P1","E11",340,0.43,"1","75_","1",TRUE,"5","4","C11R5","50","50"
"T1_75_P1","E12",340,0.106,"1","75_","1",TRUE,"5","5","C11R5","50","50"
"T1_75_P1","F01",340,0.306,"1","75_","1",TRUE,"6","1","C1R7","50","50"
"T1_75_P1","F02",340,0.368,"1","75_","1",TRUE,"6","2","C1R7","50","50"
"T1_75_P1","F03",340,0.352,"1","75_","1",TRUE,"6","3","C1R7","50","50"
"T1_75_P1","F04",340,0.39,"1","75_","1",TRUE,"6","4","C1R7","50","50"
"T1_75_P1","F05",340,0.363,"1","75_","1",TRUE,"6","5","C1R7","50","50"
"T1_75_P1","F06",340,0.297,"1","75_","1",TRUE,"6","6","C1R7","50","50"
"T1_75_P1","F07",340,0.442,"1","75_","1",TRUE,"6","7","C1R7","50","50"
"T1_75_P1","F08",340,0.637,"1","75_","1",FALSE,"1","1","C11R5","single","single"
"T1_75_P1","F09",340,0.454,"1","75_","1",FALSE,"2","2","C11R5","single","single"
"T1_75_P1","F10",340,0.621,"1","75_","1",FALSE,"3","3","C11R5","single","single"
"T1_75_P1","F11",340,0.475,"1","75_","1",FALSE,"4","4","C11R5","single","single"
"T1_75_P1","G01",340,0.482,"1","75_","1",TRUE,"7","1","C1R7","50","50"
"T1_75_P1","G02",340,0.47,"1","75_","1",TRUE,"7","2","C1R7","50","50"
"T1_75_P1","G03",340,0.464,"1","75_","1",TRUE,"7","3","C1R7","50","50"
"T1_75_P1","G04",340,0.457,"1","75_","1",TRUE,"7","4","C1R7","50","50"
"T1_75_P1","G05",340,0.467,"1","75_","1",TRUE,"7","5","C1R7","50","50"
"T1_75_P1","G06",340,0.436,"1","75_","1",TRUE,"7","6","C1R7","50","50"
"T1_75_P1","G07",340,0.487,"1","75_","1",TRUE,"7","7","C1R7","50","50"
"T1_75_P1","G08",340,0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G09",340,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G10",340,0.002,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G11",340,0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G12",340,0.005,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H01",340,0.424,"1","75_","1",FALSE,"1","1","C1R7","single","single"
"T1_75_P1","H02",340,0.404,"1","75_","1",FALSE,"2","2","C1R7","single","single"
"T1_75_P1","H03",340,0.37,"1","75_","1",FALSE,"3","3","C1R7","single","single"
"T1_75_P1","H04",340,0.388,"1","75_","1",FALSE,"4","4","C1R7","single","single"
"T1_75_P1","H05",340,0.39,"1","75_","1",FALSE,"5","5","C1R7","single","single"
"T1_75_P1","H06",340,0.306,"1","75_","1",FALSE,"6","6","C1R7","single","single"
"T1_75_P1","H07",340,0.474,"1","75_","1",FALSE,"7","7","C1R7","single","single"
"T1_75_P1","H08",340,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H09",340,-0.00499999999999999,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H10",340,-0.00299999999999999,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H11",340,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H12",340,0.002,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","A01",405,0.305,"1","75_","1",TRUE,"1","1","C1R7","50","50"
"T1_75_P1","A02",405,0.313,"1","75_","1",TRUE,"1","2","C1R7","50","50"
"T1_75_P1","A03",405,0.325,"1","75_","1",TRUE,"1","3","C1R7","50","50"
"T1_75_P1","A04",405,0.315,"1","75_","1",TRUE,"1","4","C1R7","50","50"
"T1_75_P1","A05",405,0.331,"1","75_","1",TRUE,"1","5","C1R7","50","50"
"T1_75_P1","A06",405,0.21,"1","75_","1",TRUE,"1","6","C1R7","50","50"
"T1_75_P1","A07",405,0.346,"1","75_","1",TRUE,"1","7","C1R7","50","50"
"T1_75_P1","A08",405,0.695,"1","75_","1",TRUE,"1","1","C11R5","50","50"
"T1_75_P1","A09",405,0.364,"1","75_","1",TRUE,"1","2","C11R5","50","50"
"T1_75_P1","A10",405,0.616,"1","75_","1",TRUE,"1","3","C11R5","50","50"
"T1_75_P1","A11",405,0.359,"1","75_","1",TRUE,"1","4","C11R5","50","50"
"T1_75_P1","A12",405,0.603,"1","75_","1",TRUE,"1","5","C11R5","50","50"
"T1_75_P1","B01",405,0.313,"1","75_","1",TRUE,"2","1","C1R7","50","50"
"T1_75_P1","B02",405,0.359,"1","75_","1",TRUE,"2","2","C1R7","50","50"
"T1_75_P1","B03",405,0.264,"1","75_","1",TRUE,"2","3","C1R7","50","50"
"T1_75_P1","B04",405,0.255,"1","75_","1",TRUE,"2","4","C1R7","50","50"
"T1_75_P1","B05",405,0.27,"1","75_","1",TRUE,"2","5","C1R7","50","50"
"T1_75_P1","B06",405,0.236,"1","75_","1",TRUE,"2","6","C1R7","50","50"
"T1_75_P1","B07",405,0.323,"1","75_","1",TRUE,"2","7","C1R7","50","50"
"T1_75_P1","B08",405,0.339,"1","75_","1",TRUE,"2","1","C11R5","50","50"
"T1_75_P1","B09",405,0.327,"1","75_","1",TRUE,"2","2","C11R5","50","50"
"T1_75_P1","B10",405,0.333,"1","75_","1",TRUE,"2","3","C11R5","50","50"
"T1_75_P1","B11",405,0.326,"1","75_","1",TRUE,"2","4","C11R5","50","50"
"T1_75_P1","B12",405,0.33,"1","75_","1",TRUE,"2","5","C11R5","50","50"
"T1_75_P1","C01",405,0.327,"1","75_","1",TRUE,"3","1","C1R7","50","50"
"T1_75_P1","C02",405,0.267,"1","75_","1",TRUE,"3","2","C1R7","50","50"
"T1_75_P1","C03",405,0.283,"1","75_","1",TRUE,"3","3","C1R7","50","50"
"T1_75_P1","C04",405,0.265,"1","75_","1",TRUE,"3","4","C1R7","50","50"
"T1_75_P1","C05",405,0.272,"1","75_","1",TRUE,"3","5","C1R7","50","50"
"T1_75_P1","C06",405,0.194,"1","75_","1",TRUE,"3","6","C1R7","50","50"
"T1_75_P1","C07",405,0.315,"1","75_","1",TRUE,"3","7","C1R7","50","50"
"T1_75_P1","C08",405,0.68,"1","75_","1",TRUE,"3","1","C11R5","50","50"
"T1_75_P1","C09",405,0.341,"1","75_","1",TRUE,"3","2","C11R5","50","50"
"T1_75_P1","C10",405,0.669,"1","75_","1",TRUE,"3","3","C11R5","50","50"
"T1_75_P1","C11",405,0.339,"1","75_","1",TRUE,"3","4","C11R5","50","50"
"T1_75_P1","C12",405,0.579,"1","75_","1",TRUE,"3","5","C11R5","50","50"
"T1_75_P1","D01",405,0.328,"1","75_","1",TRUE,"4","1","C1R7","50","50"
"T1_75_P1","D02",405,0.265,"1","75_","1",TRUE,"4","2","C1R7","50","50"
"T1_75_P1","D03",405,0.252,"1","75_","1",TRUE,"4","3","C1R7","50","50"
"T1_75_P1","D04",405,0.277,"1","75_","1",TRUE,"4","4","C1R7","50","50"
"T1_75_P1","D05",405,0.278,"1","75_","1",TRUE,"4","5","C1R7","50","50"
"T1_75_P1","D06",405,0.269,"1","75_","1",TRUE,"4","6","C1R7","50","50"
"T1_75_P1","D07",405,0.331,"1","75_","1",TRUE,"4","7","C1R7","50","50"
"T1_75_P1","D08",405,0.331,"1","75_","1",TRUE,"4","1","C11R5","50","50"
"T1_75_P1","D09",405,0.336,"1","75_","1",TRUE,"4","2","C11R5","50","50"
"T1_75_P1","D10",405,0.343,"1","75_","1",TRUE,"4","3","C11R5","50","50"
"T1_75_P1","D11",405,0.341,"1","75_","1",TRUE,"4","4","C11R5","50","50"
"T1_75_P1","D12",405,0.325,"1","75_","1",TRUE,"4","5","C11R5","50","50"
"T1_75_P1","E01",405,0.329,"1","75_","1",TRUE,"5","1","C1R7","50","50"
"T1_75_P1","E02",405,0.284,"1","75_","1",TRUE,"5","2","C1R7","50","50"
"T1_75_P1","E03",405,0.274,"1","75_","1",TRUE,"5","3","C1R7","50","50"
"T1_75_P1","E04",405,0.267,"1","75_","1",TRUE,"5","4","C1R7","50","50"
"T1_75_P1","E05",405,0.273,"1","75_","1",TRUE,"5","5","C1R7","50","50"
"T1_75_P1","E06",405,0.247,"1","75_","1",TRUE,"5","6","C1R7","50","50"
"T1_75_P1","E07",405,0.338,"1","75_","1",TRUE,"5","7","C1R7","50","50"
"T1_75_P1","E08",405,0.528,"1","75_","1",TRUE,"5","1","C11R5","50","50"
"T1_75_P1","E09",405,0.32,"1","75_","1",TRUE,"5","2","C11R5","50","50"
"T1_75_P1","E10",405,0.556,"1","75_","1",TRUE,"5","3","C11R5","50","50"
"T1_75_P1","E11",405,0.306,"1","75_","1",TRUE,"5","4","C11R5","50","50"
"T1_75_P1","E12",405,0.065,"1","75_","1",TRUE,"5","5","C11R5","50","50"
"T1_75_P1","F01",405,0.212,"1","75_","1",TRUE,"6","1","C1R7","50","50"
"T1_75_P1","F02",405,0.263,"1","75_","1",TRUE,"6","2","C1R7","50","50"
"T1_75_P1","F03",405,0.249,"1","75_","1",TRUE,"6","3","C1R7","50","50"
"T1_75_P1","F04",405,0.268,"1","75_","1",TRUE,"6","4","C1R7","50","50"
"T1_75_P1","F05",405,0.26,"1","75_","1",TRUE,"6","5","C1R7","50","50"
"T1_75_P1","F06",405,0.204,"1","75_","1",TRUE,"6","6","C1R7","50","50"
"T1_75_P1","F07",405,0.317,"1","75_","1",TRUE,"6","7","C1R7","50","50"
"T1_75_P1","F08",405,0.605,"1","75_","1",FALSE,"1","1","C11R5","single","single"
"T1_75_P1","F09",405,0.325,"1","75_","1",FALSE,"2","2","C11R5","single","single"
"T1_75_P1","F10",405,0.59,"1","75_","1",FALSE,"3","3","C11R5","single","single"
"T1_75_P1","F11",405,0.34,"1","75_","1",FALSE,"4","4","C11R5","single","single"
"T1_75_P1","G01",405,0.341,"1","75_","1",TRUE,"7","1","C1R7","50","50"
"T1_75_P1","G02",405,0.34,"1","75_","1",TRUE,"7","2","C1R7","50","50"
"T1_75_P1","G03",405,0.332,"1","75_","1",TRUE,"7","3","C1R7","50","50"
"T1_75_P1","G04",405,0.331,"1","75_","1",TRUE,"7","4","C1R7","50","50"
"T1_75_P1","G05",405,0.338,"1","75_","1",TRUE,"7","5","C1R7","50","50"
"T1_75_P1","G06",405,0.31,"1","75_","1",TRUE,"7","6","C1R7","50","50"
"T1_75_P1","G07",405,0.349,"1","75_","1",TRUE,"7","7","C1R7","50","50"
"T1_75_P1","G08",405,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G09",405,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G10",405,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G11",405,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G12",405,0.003,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H01",405,0.297,"1","75_","1",FALSE,"1","1","C1R7","single","single"
"T1_75_P1","H02",405,0.392,"1","75_","1",FALSE,"2","2","C1R7","single","single"
"T1_75_P1","H03",405,0.261,"1","75_","1",FALSE,"3","3","C1R7","single","single"
"T1_75_P1","H04",405,0.269,"1","75_","1",FALSE,"4","4","C1R7","single","single"
"T1_75_P1","H05",405,0.28,"1","75_","1",FALSE,"5","5","C1R7","single","single"
"T1_75_P1","H06",405,0.212,"1","75_","1",FALSE,"6","6","C1R7","single","single"
"T1_75_P1","H07",405,0.338,"1","75_","1",FALSE,"7","7","C1R7","single","single"
"T1_75_P1","H08",405,-0.00199999999999999,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H09",405,-0.003,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H10",405,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H11",405,-0.00199999999999999,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H12",405,-0.004,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","A01",450,0.255,"1","75_","1",TRUE,"1","1","C1R7","50","50"
"T1_75_P1","A02",450,0.262,"1","75_","1",TRUE,"1","2","C1R7","50","50"
"T1_75_P1","A03",450,0.275,"1","75_","1",TRUE,"1","3","C1R7","50","50"
"T1_75_P1","A04",450,0.265,"1","75_","1",TRUE,"1","4","C1R7","50","50"
"T1_75_P1","A05",450,0.278,"1","75_","1",TRUE,"1","5","C1R7","50","50"
"T1_75_P1","A06",450,0.176,"1","75_","1",TRUE,"1","6","C1R7","50","50"
"T1_75_P1","A07",450,0.293,"1","75_","1",TRUE,"1","7","C1R7","50","50"
"T1_75_P1","A08",450,0.448,"1","75_","1",TRUE,"1","1","C11R5","50","50"
"T1_75_P1","A09",450,0.308,"1","75_","1",TRUE,"1","2","C11R5","50","50"
"T1_75_P1","A10",450,0.386,"1","75_","1",TRUE,"1","3","C11R5","50","50"
"T1_75_P1","A11",450,0.305,"1","75_","1",TRUE,"1","4","C11R5","50","50"
"T1_75_P1","A12",450,0.424,"1","75_","1",TRUE,"1","5","C11R5","50","50"
"T1_75_P1","B01",450,0.262,"1","75_","1",TRUE,"2","1","C1R7","50","50"
"T1_75_P1","B02",450,0.202,"1","75_","1",TRUE,"2","2","C1R7","50","50"
"T1_75_P1","B03",450,0.225,"1","75_","1",TRUE,"2","3","C1R7","50","50"
"T1_75_P1","B04",450,0.213,"1","75_","1",TRUE,"2","4","C1R7","50","50"
"T1_75_P1","B05",450,0.227,"1","75_","1",TRUE,"2","5","C1R7","50","50"
"T1_75_P1","B06",450,0.194,"1","75_","1",TRUE,"2","6","C1R7","50","50"
"T1_75_P1","B07",450,0.276,"1","75_","1",TRUE,"2","7","C1R7","50","50"
"T1_75_P1","B08",450,0.285,"1","75_","1",TRUE,"2","1","C11R5","50","50"
"T1_75_P1","B09",450,0.283,"1","75_","1",TRUE,"2","2","C11R5","50","50"
"T1_75_P1","B10",450,0.28,"1","75_","1",TRUE,"2","3","C11R5","50","50"
"T1_75_P1","B11",450,0.28,"1","75_","1",TRUE,"2","4","C11R5","50","50"
"T1_75_P1","B12",450,0.284,"1","75_","1",TRUE,"2","5","C11R5","50","50"
"T1_75_P1","C01",450,0.275,"1","75_","1",TRUE,"3","1","C1R7","50","50"
"T1_75_P1","C02",450,0.227,"1","75_","1",TRUE,"3","2","C1R7","50","50"
"T1_75_P1","C03",450,0.241,"1","75_","1",TRUE,"3","3","C1R7","50","50"
"T1_75_P1","C04",450,0.225,"1","75_","1",TRUE,"3","4","C1R7","50","50"
"T1_75_P1","C05",450,0.232,"1","75_","1",TRUE,"3","5","C1R7","50","50"
"T1_75_P1","C06",450,0.165,"1","75_","1",TRUE,"3","6","C1R7","50","50"
"T1_75_P1","C07",450,0.27,"1","75_","1",TRUE,"3","7","C1R7","50","50"
"T1_75_P1","C08",450,0.427,"1","75_","1",TRUE,"3","1","C11R5","50","50"
"T1_75_P1","C09",450,0.286,"1","75_","1",TRUE,"3","2","C11R5","50","50"
"T1_75_P1","C10",450,0.423,"1","75_","1",TRUE,"3","3","C11R5","50","50"
"T1_75_P1","C11",450,0.286,"1","75_","1",TRUE,"3","4","C11R5","50","50"
"T1_75_P1","C12",450,0.422,"1","75_","1",TRUE,"3","5","C11R5","50","50"
"T1_75_P1","D01",450,0.276,"1","75_","1",TRUE,"4","1","C1R7","50","50"
"T1_75_P1","D02",450,0.222,"1","75_","1",TRUE,"4","2","C1R7","50","50"
"T1_75_P1","D03",450,0.214,"1","75_","1",TRUE,"4","3","C1R7","50","50"
"T1_75_P1","D04",450,0.234,"1","75_","1",TRUE,"4","4","C1R7","50","50"
"T1_75_P1","D05",450,0.236,"1","75_","1",TRUE,"4","5","C1R7","50","50"
"T1_75_P1","D06",450,0.227,"1","75_","1",TRUE,"4","6","C1R7","50","50"
"T1_75_P1","D07",450,0.285,"1","75_","1",TRUE,"4","7","C1R7","50","50"
"T1_75_P1","D08",450,0.277,"1","75_","1",TRUE,"4","1","C11R5","50","50"
"T1_75_P1","D09",450,0.289,"1","75_","1",TRUE,"4","2","C11R5","50","50"
"T1_75_P1","D10",450,0.289,"1","75_","1",TRUE,"4","3","C11R5","50","50"
"T1_75_P1","D11",450,0.295,"1","75_","1",TRUE,"4","4","C11R5","50","50"
"T1_75_P1","D12",450,0.279,"1","75_","1",TRUE,"4","5","C11R5","50","50"
"T1_75_P1","E01",450,0.277,"1","75_","1",TRUE,"5","1","C1R7","50","50"
"T1_75_P1","E02",450,0.239,"1","75_","1",TRUE,"5","2","C1R7","50","50"
"T1_75_P1","E03",450,0.233,"1","75_","1",TRUE,"5","3","C1R7","50","50"
"T1_75_P1","E04",450,0.227,"1","75_","1",TRUE,"5","4","C1R7","50","50"
"T1_75_P1","E05",450,0.232,"1","75_","1",TRUE,"5","5","C1R7","50","50"
"T1_75_P1","E06",450,0.209,"1","75_","1",TRUE,"5","6","C1R7","50","50"
"T1_75_P1","E07",450,0.29,"1","75_","1",TRUE,"5","7","C1R7","50","50"
"T1_75_P1","E08",450,0.372,"1","75_","1",TRUE,"5","1","C11R5","50","50"
"T1_75_P1","E09",450,0.274,"1","75_","1",TRUE,"5","2","C11R5","50","50"
"T1_75_P1","E10",450,0.392,"1","75_","1",TRUE,"5","3","C11R5","50","50"
"T1_75_P1","E11",450,0.263,"1","75_","1",TRUE,"5","4","C11R5","50","50"
"T1_75_P1","E12",450,0.05,"1","75_","1",TRUE,"5","5","C11R5","50","50"
"T1_75_P1","F01",450,0.176,"1","75_","1",TRUE,"6","1","C1R7","50","50"
"T1_75_P1","F02",450,0.215,"1","75_","1",TRUE,"6","2","C1R7","50","50"
"T1_75_P1","F03",450,0.211,"1","75_","1",TRUE,"6","3","C1R7","50","50"
"T1_75_P1","F04",450,0.225,"1","75_","1",TRUE,"6","4","C1R7","50","50"
"T1_75_P1","F05",450,0.221,"1","75_","1",TRUE,"6","5","C1R7","50","50"
"T1_75_P1","F06",450,0.171,"1","75_","1",TRUE,"6","6","C1R7","50","50"
"T1_75_P1","F07",450,0.273,"1","75_","1",TRUE,"6","7","C1R7","50","50"
"T1_75_P1","F08",450,0.369,"1","75_","1",FALSE,"1","1","C11R5","single","single"
"T1_75_P1","F09",450,0.28,"1","75_","1",FALSE,"2","2","C11R5","single","single"
"T1_75_P1","F10",450,0.366,"1","75_","1",FALSE,"3","3","C11R5","single","single"
"T1_75_P1","F11",450,0.293,"1","75_","1",FALSE,"4","4","C11R5","single","single"
"T1_75_P1","G01",450,0.289,"1","75_","1",TRUE,"7","1","C1R7","50","50"
"T1_75_P1","G02",450,0.291,"1","75_","1",TRUE,"7","2","C1R7","50","50"
"T1_75_P1","G03",450,0.285,"1","75_","1",TRUE,"7","3","C1R7","50","50"
"T1_75_P1","G04",450,0.286,"1","75_","1",TRUE,"7","4","C1R7","50","50"
"T1_75_P1","G05",450,0.29,"1","75_","1",TRUE,"7","5","C1R7","50","50"
"T1_75_P1","G06",450,0.267,"1","75_","1",TRUE,"7","6","C1R7","50","50"
"T1_75_P1","G07",450,0.301,"1","75_","1",TRUE,"7","7","C1R7","50","50"
"T1_75_P1","G08",450,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G09",450,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G10",450,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G11",450,0,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","G12",450,0.002,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H01",450,0.25,"1","75_","1",FALSE,"1","1","C1R7","single","single"
"T1_75_P1","H02",450,0.228,"1","75_","1",FALSE,"2","2","C1R7","single","single"
"T1_75_P1","H03",450,0.222,"1","75_","1",FALSE,"3","3","C1R7","single","single"
"T1_75_P1","H04",450,0.226,"1","75_","1",FALSE,"4","4","C1R7","single","single"
"T1_75_P1","H05",450,0.238,"1","75_","1",FALSE,"5","5","C1R7","single","single"
"T1_75_P1","H06",450,0.178,"1","75_","1",FALSE,"6","6","C1R7","single","single"
"T1_75_P1","H07",450,0.291,"1","75_","1",FALSE,"7","7","C1R7","single","single"
"T1_75_P1","H08",450,-0.002,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H09",450,-0.002,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H10",450,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H11",450,-0.001,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","H12",450,-0.003,"1","75_","1",TRUE,NA,NA,NA,"50","50"
"T1_75_P1","A01",541,0.183,"1","75_","1",TRUE,"1","1","C1R7","50","50"
"T1_75_P1","A02",541,0.19,"1","75_","1",TRUE,"1","2","C1R7","50","50"
"T1_75_P1","A03",541,0.2,"1","75_","1",TRUE,"1","3","C1R7","50","50"
"T1_75_P1","A04",541,0.193,"1","75_","1",TRUE,"1","4","C1R7","50","50"
"T1_75_P1","A05",541,0.205,"1","75_","1",TRUE,"1","5","C1R7","50","50"
"T1_75_P1","A06",541,0.127,"1","75_","1",TRUE,"1","6","C1R7","50","50"
"T1_75_P1","A07",541,0.22,"1","75_","1",TRUE,"1","7","C1R7","50","50"
"T1_75_P1","A08",541,0.327,"1","75_","1",TRUE,"1","1","C11R5","50","50"
"T1_75_P1","A09",541,0.236,"1","75_","1",TRUE,"1","2","C11R5","50","50"
"T1_75_P1","A10",541,0.284,"1","75_","1",TRUE,"1","3","C11R5","50","50"
"T1_75_P1","A11",541,0.233,"1","75_","1",TRUE,"1","4","C11R5","50","50"
"T1_75_P1","A12",541,0.319,"1","75_","1",TRUE,"1","5","C11R5","50","50"
"T1_75_P1","B01",541,0.19,"1","75_","1",TRUE,"2","1","C1R7","50","50"
"T1_75_P1","B02",541,0.144,"1","75_","1",TRUE,"2","2","C1R7","50","50"
"T1_75_P1","B03",541,0.167,"1","75_","1",TRUE,"2","3","C1R7","50","50"
