"Plate","Well","Wavelength","Abs","Transfer","Layout","MixPlate","MixIsolate","Isolate1","Isolate2","Community","Isolate1Freq","Isolate2Freq"
"T1_933_P1","B12",405,0.34,"1","933","1",TRUE,"2","3","C8R4",50,50
"T1_933_P1","C01",405,0.287,"1","933","1",TRUE,"3","1","C11R1",50,50
"T1_933_P1","C02",405,0.086,"1","933","1",TRUE,"3","2","C11R1",50,50
"T1_933_P1","C03",405,0.024,"1","933","1",TRUE,"3","3","C11R1",50,50
"T1_933_P1","C04",405,0.145,"1","933","1",TRUE,"3","4","C11R1",50,50
"T1_933_P1","C05",405,0.275,"1","933","1",TRUE,"3","5","C11R1",50,50
"T1_933_P1","C06",405,0.263,"1","933","1",TRUE,"3","6","C11R1",50,50
"T1_933_P1","C07",405,0.254,"1","933","1",TRUE,"3","7","C11R1",50,50
"T1_933_P1","C08",405,0.079,"1","933","1",TRUE,"3","8","C11R1",50,50
"T1_933_P1","C09",405,0.132,"1","933","1",TRUE,"3","9","C11R1",50,50
"T1_933_P1","C10",405,0.356,"1","933","1",TRUE,"3","1","C8R4",50,50
"T1_933_P1","C11",405,0.343,"1","933","1",TRUE,"3","2","C8R4",50,50
"T1_933_P1","C12",405,0.399,"1","933","1",TRUE,"3","3","C8R4",50,50
"T1_933_P1","D01",405,0.284,"1","933","1",TRUE,"4","1","C11R1",50,50
"T1_933_P1","D02",405,0.009,"1","933","1",TRUE,"4","2","C11R1",50,50
"T1_933_P1","D03",405,0.152,"1","933","1",TRUE,"4","3","C11R1",50,50
"T1_933_P1","D04",405,0.129,"1","933","1",TRUE,"4","4","C11R1",50,50
"T1_933_P1","D05",405,0.28,"1","933","1",TRUE,"4","5","C11R1",50,50
"T1_933_P1","D06",405,0.274,"1","933","1",TRUE,"4","6","C11R1",50,50
"T1_933_P1","D07",405,0.273,"1","933","1",TRUE,"4","7","C11R1",50,50
"T1_933_P1","D08",405,0.018,"1","933","1",TRUE,"4","8","C11R1",50,50
"T1_933_P1","D09",405,0.001,"1","933","1",TRUE,"4","9","C11R1",50,50
"T1_933_P1","D10",405,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D11",405,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D12",405,-0.002,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","E01",405,0.276,"1","933","1",TRUE,"5","1","C11R1",50,50
"T1_933_P1","E02",405,0.289,"1","933","1",TRUE,"5","2","C11R1",50,50
"T1_933_P1","E03",405,0.289,"1","933","1",TRUE,"5","3","C11R1",50,50
"T1_933_P1","E04",405,0.282,"1","933","1",TRUE,"5","4","C11R1",50,50
"T1_933_P1","E05",405,0.281,"1","933","1",TRUE,"5","5","C11R1",50,50
"T1_933_P1","E06",405,0.282,"1","933","1",TRUE,"5","6","C11R1",50,50
"T1_933_P1","E07",405,0.288,"1","933","1",TRUE,"5","7","C11R1",50,50
"T1_933_P1","E08",405,0.285,"1","933","1",TRUE,"5","8","C11R1",50,50
"T1_933_P1","E09",405,0.291,"1","933","1",TRUE,"5","9","C11R1",50,50
"T1_933_P1","E10",405,0.201,"1","933","1",TRUE,"1","1","C10R2",50,50
"T1_933_P1","E11",405,0.289,"1","933","1",TRUE,"1","2","C10R2",50,50
"T1_933_P1","E12",405,0.192,"1","933","1",TRUE,"1","3","C10R2",50,50
"T1_933_P1","F01",405,0.28,"1","933","1",TRUE,"6","1","C11R1",50,50
"T1_933_P1","F02",405,0.324,"1","933","1",TRUE,"6","2","C11R1",50,50
"T1_933_P1","F03",405,0.282,"1","933","1",TRUE,"6","3","C11R1",50,50
"T1_933_P1","F04",405,0.3,"1","933","1",TRUE,"6","4","C11R1",50,50
"T1_933_P1","F05",405,0.287,"1","933","1",TRUE,"6","5","C11R1",50,50
"T1_933_P1","F06",405,0.307,"1","933","1",TRUE,"6","6","C11R1",50,50
"T1_933_P1","F07",405,0.304,"1","933","1",TRUE,"6","7","C11R1",50,50
"T1_933_P1","F08",405,0.302,"1","933","1",TRUE,"6","8","C11R1",50,50
"T1_933_P1","F09",405,0.294,"1","933","1",TRUE,"6","9","C11R1",50,50
"T1_933_P1","F10",405,0.29,"1","933","1",TRUE,"2","1","C10R2",50,50
"T1_933_P1","F11",405,0.298,"1","933","1",TRUE,"2","2","C10R2",50,50
"T1_933_P1","F12",405,0.295,"1","933","1",TRUE,"2","3","C10R2",50,50
"T1_933_P1","G01",405,0.296,"1","933","1",TRUE,"7","1","C11R1",50,50
"T1_933_P1","G02",405,0.321,"1","933","1",TRUE,"7","2","C11R1",50,50
"T1_933_P1","G03",405,0.293,"1","933","1",TRUE,"7","3","C11R1",50,50
"T1_933_P1","G04",405,0.294,"1","933","1",TRUE,"7","4","C11R1",50,50
"T1_933_P1","G05",405,0.268,"1","933","1",TRUE,"7","5","C11R1",50,50
"T1_933_P1","G06",405,0.293,"1","933","1",TRUE,"7","6","C11R1",50,50
"T1_933_P1","G07",405,0.308,"1","933","1",TRUE,"7","7","C11R1",50,50
"T1_933_P1","G08",405,0.304,"1","933","1",TRUE,"7","8","C11R1",50,50
"T1_933_P1","G09",405,0.308,"1","933","1",TRUE,"7","9","C11R1",50,50
"T1_933_P1","G10",405,0.176,"1","933","1",TRUE,"3","1","C10R2",50,50
"T1_933_P1","G11",405,0.287,"1","933","1",TRUE,"3","2","C10R2",50,50
"T1_933_P1","G12",405,0.002,"1","933","1",TRUE,"3","3","C10R2",50,50
"T1_933_P1","H01",405,0.293,"1","933","1",TRUE,"8","1","C11R1",50,50
"T1_933_P1","H02",405,0.005,"1","933","1",TRUE,"8","2","C11R1",50,50
"T1_933_P1","H03",405,0.104,"1","933","1",TRUE,"8","3","C11R1",50,50
"T1_933_P1","H04",405,0.069,"1","933","1",TRUE,"8","4","C11R1",50,50
"T1_933_P1","H05",405,0.299,"1","933","1",TRUE,"8","5","C11R1",50,50
"T1_933_P1","H06",405,0.302,"1","933","1",TRUE,"8","6","C11R1",50,50
"T1_933_P1","H07",405,0.297,"1","933","1",TRUE,"8","7","C11R1",50,50
"T1_933_P1","H08",405,0.002,"1","933","1",TRUE,"8","8","C11R1",50,50
"T1_933_P1","H09",405,0.002,"1","933","1",TRUE,"8","9","C11R1",50,50
"T1_933_P1","H10",405,0.001,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H11",405,0.002,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H12",405,0.002,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","A01",450,0.252,"1","933","1",TRUE,"1","1","C11R1",50,50
"T1_933_P1","A02",450,0.24,"1","933","1",TRUE,"1","2","C11R1",50,50
"T1_933_P1","A03",450,0.239,"1","933","1",TRUE,"1","3","C11R1",50,50
"T1_933_P1","A04",450,0.231,"1","933","1",TRUE,"1","4","C11R1",50,50
"T1_933_P1","A05",450,0.228,"1","933","1",TRUE,"1","5","C11R1",50,50
"T1_933_P1","A06",450,0.23,"1","933","1",TRUE,"1","6","C11R1",50,50
"T1_933_P1","A07",450,0.23,"1","933","1",TRUE,"1","7","C11R1",50,50
"T1_933_P1","A08",450,0.233,"1","933","1",TRUE,"1","8","C11R1",50,50
"T1_933_P1","A09",450,0.23,"1","933","1",TRUE,"1","9","C11R1",50,50
"T1_933_P1","A10",450,0.2,"1","933","1",TRUE,"1","1","C8R4",50,50
"T1_933_P1","A11",450,0.263,"1","933","1",TRUE,"1","2","C8R4",50,50
"T1_933_P1","A12",450,0.211,"1","933","1",TRUE,"1","3","C8R4",50,50
"T1_933_P1","B01",450,0.236,"1","933","1",TRUE,"2","1","C11R1",50,50
"T1_933_P1","B02",450,0.002,"1","933","1",TRUE,"2","2","C11R1",50,50
"T1_933_P1","B03",450,0.074,"1","933","1",TRUE,"2","3","C11R1",50,50
"T1_933_P1","B04",450,0.016,"1","933","1",TRUE,"2","4","C11R1",50,50
"T1_933_P1","B05",450,0.233,"1","933","1",TRUE,"2","5","C11R1",50,50
"T1_933_P1","B06",450,0.211,"1","933","1",TRUE,"2","6","C11R1",50,50
"T1_933_P1","B07",450,0.235,"1","933","1",TRUE,"2","7","C11R1",50,50
"T1_933_P1","B08",450,0.001,"1","933","1",TRUE,"2","8","C11R1",50,50
"T1_933_P1","B09",450,0,"1","933","1",TRUE,"2","9","C11R1",50,50
"T1_933_P1","B10",450,0.271,"1","933","1",TRUE,"2","1","C8R4",50,50
"T1_933_P1","B11",450,0.245,"1","933","1",TRUE,"2","2","C8R4",50,50
"T1_933_P1","B12",450,0.273,"1","933","1",TRUE,"2","3","C8R4",50,50
"T1_933_P1","C01",450,0.243,"1","933","1",TRUE,"3","1","C11R1",50,50
"T1_933_P1","C02",450,0.07,"1","933","1",TRUE,"3","2","C11R1",50,50
"T1_933_P1","C03",450,0.021,"1","933","1",TRUE,"3","3","C11R1",50,50
"T1_933_P1","C04",450,0.122,"1","933","1",TRUE,"3","4","C11R1",50,50
"T1_933_P1","C05",450,0.231,"1","933","1",TRUE,"3","5","C11R1",50,50
"T1_933_P1","C06",450,0.222,"1","933","1",TRUE,"3","6","C11R1",50,50
"T1_933_P1","C07",450,0.216,"1","933","1",TRUE,"3","7","C11R1",50,50
"T1_933_P1","C08",450,0.064,"1","933","1",TRUE,"3","8","C11R1",50,50
"T1_933_P1","C09",450,0.11,"1","933","1",TRUE,"3","9","C11R1",50,50
"T1_933_P1","C10",450,0.239,"1","933","1",TRUE,"3","1","C8R4",50,50
"T1_933_P1","C11",450,0.274,"1","933","1",TRUE,"3","2","C8R4",50,50
"T1_933_P1","C12",450,0.266,"1","933","1",TRUE,"3","3","C8R4",50,50
"T1_933_P1","D01",450,0.241,"1","933","1",TRUE,"4","1","C11R1",50,50
"T1_933_P1","D02",450,0.007,"1","933","1",TRUE,"4","2","C11R1",50,50
"T1_933_P1","D03",450,0.128,"1","933","1",TRUE,"4","3","C11R1",50,50
"T1_933_P1","D04",450,0.106,"1","933","1",TRUE,"4","4","C11R1",50,50
"T1_933_P1","D05",450,0.235,"1","933","1",TRUE,"4","5","C11R1",50,50
"T1_933_P1","D06",450,0.235,"1","933","1",TRUE,"4","6","C11R1",50,50
"T1_933_P1","D07",450,0.233,"1","933","1",TRUE,"4","7","C11R1",50,50
"T1_933_P1","D08",450,0.015,"1","933","1",TRUE,"4","8","C11R1",50,50
"T1_933_P1","D09",450,0.002,"1","933","1",TRUE,"4","9","C11R1",50,50
"T1_933_P1","D10",450,0.001,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D11",450,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D12",450,-0.003,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","E01",450,0.234,"1","933","1",TRUE,"5","1","C11R1",50,50
"T1_933_P1","E02",450,0.243,"1","933","1",TRUE,"5","2","C11R1",50,50
"T1_933_P1","E03",450,0.244,"1","933","1",TRUE,"5","3","C11R1",50,50
"T1_933_P1","E04",450,0.236,"1","933","1",TRUE,"5","4","C11R1",50,50
"T1_933_P1","E05",450,0.236,"1","933","1",TRUE,"5","5","C11R1",50,50
"T1_933_P1","E06",450,0.239,"1","933","1",TRUE,"5","6","C11R1",50,50
"T1_933_P1","E07",450,0.244,"1","933","1",TRUE,"5","7","C11R1",50,50
"T1_933_P1","E08",450,0.239,"1","933","1",TRUE,"5","8","C11R1",50,50
"T1_933_P1","E09",450,0.244,"1","933","1",TRUE,"5","9","C11R1",50,50
"T1_933_P1","E10",450,0.145,"1","933","1",TRUE,"1","1","C10R2",50,50
"T1_933_P1","E11",450,0.239,"1","933","1",TRUE,"1","2","C10R2",50,50
"T1_933_P1","E12",450,0.139,"1","933","1",TRUE,"1","3","C10R2",50,50
"T1_933_P1","F01",450,0.239,"1","933","1",TRUE,"6","1","C11R1",50,50
"T1_933_P1","F02",450,0.277,"1","933","1",TRUE,"6","2","C11R1",50,50
"T1_933_P1","F03",450,0.241,"1","933","1",TRUE,"6","3","C11R1",50,50
"T1_933_P1","F04",450,0.255,"1","933","1",TRUE,"6","4","C11R1",50,50
"T1_933_P1","F05",450,0.242,"1","933","1",TRUE,"6","5","C11R1",50,50
"T1_933_P1","F06",450,0.263,"1","933","1",TRUE,"6","6","C11R1",50,50
"T1_933_P1","F07",450,0.258,"1","933","1",TRUE,"6","7","C11R1",50,50
"T1_933_P1","F08",450,0.258,"1","933","1",TRUE,"6","8","C11R1",50,50
"T1_933_P1","F09",450,0.252,"1","933","1",TRUE,"6","9","C11R1",50,50
"T1_933_P1","F10",450,0.24,"1","933","1",TRUE,"2","1","C10R2",50,50
"T1_933_P1","F11",450,0.249,"1","933","1",TRUE,"2","2","C10R2",50,50
"T1_933_P1","F12",450,0.246,"1","933","1",TRUE,"2","3","C10R2",50,50
"T1_933_P1","G01",450,0.251,"1","933","1",TRUE,"7","1","C11R1",50,50
"T1_933_P1","G02",450,0.274,"1","933","1",TRUE,"7","2","C11R1",50,50
"T1_933_P1","G03",450,0.25,"1","933","1",TRUE,"7","3","C11R1",50,50
"T1_933_P1","G04",450,0.25,"1","933","1",TRUE,"7","4","C11R1",50,50
"T1_933_P1","G05",450,0.227,"1","933","1",TRUE,"7","5","C11R1",50,50
"T1_933_P1","G06",450,0.249,"1","933","1",TRUE,"7","6","C11R1",50,50
"T1_933_P1","G07",450,0.262,"1","933","1",TRUE,"7","7","C11R1",50,50
"T1_933_P1","G08",450,0.257,"1","933","1",TRUE,"7","8","C11R1",50,50
"T1_933_P1","G09",450,0.263,"1","933","1",TRUE,"7","9","C11R1",50,50
"T1_933_P1","G10",450,0.126,"1","933","1",TRUE,"3","1","C10R2",50,50
"T1_933_P1","G11",450,0.238,"1","933","1",TRUE,"3","2","C10R2",50,50
"T1_933_P1","G12",450,0.002,"1","933","1",TRUE,"3","3","C10R2",50,50
"T1_933_P1","H01",450,0.25,"1","933","1",TRUE,"8","1","C11R1",50,50
"T1_933_P1","H02",450,0.004,"1","933","1",TRUE,"8","2","C11R1",50,50
"T1_933_P1","H03",450,0.085,"1","933","1",TRUE,"8","3","C11R1",50,50
"T1_933_P1","H04",450,0.059,"1","933","1",TRUE,"8","4","C11R1",50,50
"T1_933_P1","H05",450,0.25,"1","933","1",TRUE,"8","5","C11R1",50,50
"T1_933_P1","H06",450,0.26,"1","933","1",TRUE,"8","6","C11R1",50,50
"T1_933_P1","H07",450,0.253,"1","933","1",TRUE,"8","7","C11R1",50,50
"T1_933_P1","H08",450,0.002,"1","933","1",TRUE,"8","8","C11R1",50,50
"T1_933_P1","H09",450,0.001,"1","933","1",TRUE,"8","9","C11R1",50,50
"T1_933_P1","H10",450,0.001,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H11",450,0.002,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H12",450,0.002,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","A01",620,0.157,"1","933","1",TRUE,"1","1","C11R1",50,50
"T1_933_P1","A02",620,0.15,"1","933","1",TRUE,"1","2","C11R1",50,50
"T1_933_P1","A03",620,0.149,"1","933","1",TRUE,"1","3","C11R1",50,50
"T1_933_P1","A04",620,0.144,"1","933","1",TRUE,"1","4","C11R1",50,50
"T1_933_P1","A05",620,0.141,"1","933","1",TRUE,"1","5","C11R1",50,50
"T1_933_P1","A06",620,0.145,"1","933","1",TRUE,"1","6","C11R1",50,50
"T1_933_P1","A07",620,0.144,"1","933","1",TRUE,"1","7","C11R1",50,50
"T1_933_P1","A08",620,0.146,"1","933","1",TRUE,"1","8","C11R1",50,50
"T1_933_P1","A09",620,0.144,"1","933","1",TRUE,"1","9","C11R1",50,50
"T1_933_P1","A10",620,0.112,"1","933","1",TRUE,"1","1","C8R4",50,50
"T1_933_P1","A11",620,0.163,"1","933","1",TRUE,"1","2","C8R4",50,50
"T1_933_P1","A12",620,0.12,"1","933","1",TRUE,"1","3","C8R4",50,50
"T1_933_P1","B01",620,0.148,"1","933","1",TRUE,"2","1","C11R1",50,50
"T1_933_P1","B02",620,0.001,"1","933","1",TRUE,"2","2","C11R1",50,50
"T1_933_P1","B03",620,0.042,"1","933","1",TRUE,"2","3","C11R1",50,50
"T1_933_P1","B04",620,0.00899999999999999,"1","933","1",TRUE,"2","4","C11R1",50,50
"T1_933_P1","B05",620,0.134,"1","933","1",TRUE,"2","5","C11R1",50,50
"T1_933_P1","B06",620,0.132,"1","933","1",TRUE,"2","6","C11R1",50,50
"T1_933_P1","B07",620,0.148,"1","933","1",TRUE,"2","7","C11R1",50,50
"T1_933_P1","B08",620,0,"1","933","1",TRUE,"2","8","C11R1",50,50
"T1_933_P1","B09",620,0,"1","933","1",TRUE,"2","9","C11R1",50,50
"T1_933_P1","B10",620,0.167,"1","933","1",TRUE,"2","1","C8R4",50,50
"T1_933_P1","B11",620,0.155,"1","933","1",TRUE,"2","2","C8R4",50,50
"T1_933_P1","B12",620,0.171,"1","933","1",TRUE,"2","3","C8R4",50,50
"T1_933_P1","C01",620,0.151,"1","933","1",TRUE,"3","1","C11R1",50,50
"T1_933_P1","C02",620,0.039,"1","933","1",TRUE,"3","2","C11R1",50,50
"T1_933_P1","C03",620,0.013,"1","933","1",TRUE,"3","3","C11R1",50,50
"T1_933_P1","C04",620,0.073,"1","933","1",TRUE,"3","4","C11R1",50,50
"T1_933_P1","C05",620,0.135,"1","933","1",TRUE,"3","5","C11R1",50,50
"T1_933_P1","C06",620,0.14,"1","933","1",TRUE,"3","6","C11R1",50,50
"T1_933_P1","C07",620,0.136,"1","933","1",TRUE,"3","7","C11R1",50,50
"T1_933_P1","C08",620,0.036,"1","933","1",TRUE,"3","8","C11R1",50,50
"T1_933_P1","C09",620,0.066,"1","933","1",TRUE,"3","9","C11R1",50,50
"T1_933_P1","C10",620,0.133,"1","933","1",TRUE,"3","1","C8R4",50,50
"T1_933_P1","C11",620,0.171,"1","933","1",TRUE,"3","2","C8R4",50,50
"T1_933_P1","C12",620,0.147,"1","933","1",TRUE,"3","3","C8R4",50,50
"T1_933_P1","D01",620,0.152,"1","933","1",TRUE,"4","1","C11R1",50,50
"T1_933_P1","D02",620,0.004,"1","933","1",TRUE,"4","2","C11R1",50,50
"T1_933_P1","D03",620,0.079,"1","933","1",TRUE,"4","3","C11R1",50,50
"T1_933_P1","D04",620,0.062,"1","933","1",TRUE,"4","4","C11R1",50,50
"T1_933_P1","D05",620,0.136,"1","933","1",TRUE,"4","5","C11R1",50,50
"T1_933_P1","D06",620,0.148,"1","933","1",TRUE,"4","6","C11R1",50,50
"T1_933_P1","D07",620,0.147,"1","933","1",TRUE,"4","7","C11R1",50,50
"T1_933_P1","D08",620,0.008,"1","933","1",TRUE,"4","8","C11R1",50,50
"T1_933_P1","D09",620,0.001,"1","933","1",TRUE,"4","9","C11R1",50,50
"T1_933_P1","D10",620,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D11",620,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","D12",620,-0.00199999999999999,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","E01",620,0.145,"1","933","1",TRUE,"5","1","C11R1",50,50
"T1_933_P1","E02",620,0.14,"1","933","1",TRUE,"5","2","C11R1",50,50
"T1_933_P1","E03",620,0.144,"1","933","1",TRUE,"5","3","C11R1",50,50
"T1_933_P1","E04",620,0.137,"1","933","1",TRUE,"5","4","C11R1",50,50
"T1_933_P1","E05",620,0.137,"1","933","1",TRUE,"5","5","C11R1",50,50
"T1_933_P1","E06",620,0.145,"1","933","1",TRUE,"5","6","C11R1",50,50
"T1_933_P1","E07",620,0.149,"1","933","1",TRUE,"5","7","C11R1",50,50
"T1_933_P1","E08",620,0.141,"1","933","1",TRUE,"5","8","C11R1",50,50
"T1_933_P1","E09",620,0.144,"1","933","1",TRUE,"5","9","C11R1",50,50
"T1_933_P1","E10",620,0.087,"1","933","1",TRUE,"1","1","C10R2",50,50
"T1_933_P1","E11",620,0.139,"1","933","1",TRUE,"1","2","C10R2",50,50
"T1_933_P1","E12",620,0.084,"1","933","1",TRUE,"1","3","C10R2",50,50
"T1_933_P1","F01",620,0.149,"1","933","1",TRUE,"6","1","C11R1",50,50
"T1_933_P1","F02",620,0.174,"1","933","1",TRUE,"6","2","C11R1",50,50
"T1_933_P1","F03",620,0.153,"1","933","1",TRUE,"6","3","C11R1",50,50
"T1_933_P1","F04",620,0.161,"1","933","1",TRUE,"6","4","C11R1",50,50
"T1_933_P1","F05",620,0.147,"1","933","1",TRUE,"6","5","C11R1",50,50
"T1_933_P1","F06",620,0.164,"1","933","1",TRUE,"6","6","C11R1",50,50
"T1_933_P1","F07",620,0.163,"1","933","1",TRUE,"6","7","C11R1",50,50
"T1_933_P1","F08",620,0.164,"1","933","1",TRUE,"6","8","C11R1",50,50
"T1_933_P1","F09",620,0.16,"1","933","1",TRUE,"6","9","C11R1",50,50
"T1_933_P1","F10",620,0.14,"1","933","1",TRUE,"2","1","C10R2",50,50
"T1_933_P1","F11",620,0.145,"1","933","1",TRUE,"2","2","C10R2",50,50
"T1_933_P1","F12",620,0.144,"1","933","1",TRUE,"2","3","C10R2",50,50
"T1_933_P1","G01",620,0.157,"1","933","1",TRUE,"7","1","C11R1",50,50
"T1_933_P1","G02",620,0.172,"1","933","1",TRUE,"7","2","C11R1",50,50
"T1_933_P1","G03",620,0.158,"1","933","1",TRUE,"7","3","C11R1",50,50
"T1_933_P1","G04",620,0.156,"1","933","1",TRUE,"7","4","C11R1",50,50
"T1_933_P1","G05",620,0.135,"1","933","1",TRUE,"7","5","C11R1",50,50
"T1_933_P1","G06",620,0.155,"1","933","1",TRUE,"7","6","C11R1",50,50
"T1_933_P1","G07",620,0.164,"1","933","1",TRUE,"7","7","C11R1",50,50
"T1_933_P1","G08",620,0.161,"1","933","1",TRUE,"7","8","C11R1",50,50
"T1_933_P1","G09",620,0.166,"1","933","1",TRUE,"7","9","C11R1",50,50
"T1_933_P1","G10",620,0.076,"1","933","1",TRUE,"3","1","C10R2",50,50
"T1_933_P1","G11",620,0.137,"1","933","1",TRUE,"3","2","C10R2",50,50
"T1_933_P1","G12",620,0,"1","933","1",TRUE,"3","3","C10R2",50,50
"T1_933_P1","H01",620,0.155,"1","933","1",TRUE,"8","1","C11R1",50,50
"T1_933_P1","H02",620,0.00199999999999999,"1","933","1",TRUE,"8","2","C11R1",50,50
"T1_933_P1","H03",620,0.047,"1","933","1",TRUE,"8","3","C11R1",50,50
"T1_933_P1","H04",620,0.035,"1","933","1",TRUE,"8","4","C11R1",50,50
"T1_933_P1","H05",620,0.144,"1","933","1",TRUE,"8","5","C11R1",50,50
"T1_933_P1","H06",620,0.163,"1","933","1",TRUE,"8","6","C11R1",50,50
"T1_933_P1","H07",620,0.159,"1","933","1",TRUE,"8","7","C11R1",50,50
"T1_933_P1","H08",620,0.001,"1","933","1",TRUE,"8","8","C11R1",50,50
"T1_933_P1","H09",620,0.001,"1","933","1",TRUE,"8","9","C11R1",50,50
"T1_933_P1","H10",620,0.001,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H11",620,0,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P1","H12",620,0.001,"1","933","1",TRUE,"blank","blank","blank",50,50
"T1_933_P2","A01",405,0.308,"1","933","2",TRUE,"1","1","C11R1",95,5
"T1_933_P2","A02",405,0.287,"1","933","2",TRUE,"1","2","C11R1",95,5
"T1_933_P2","A03",405,0.298,"1","933","2",TRUE,"1","3","C11R1",95,5
"T1_933_P2","A04",405,0.279,"1","933","2",TRUE,"1","4","C11R1",95,5
"T1_933_P2","A05",405,0.289,"1","933","2",TRUE,"1","5","C11R1",95,5
"T1_933_P2","A06",405,0.285,"1","933","2",TRUE,"1","6","C11R1",95,5
"T1_933_P2","A07",405,0.274,"1","933","2",TRUE,"1","7","C11R1",95,5
"T1_933_P2","A08",405,0.274,"1","933","2",TRUE,"1","8","C11R1",95,5
"T1_933_P2","A09",405,0.276,"1","933","2",TRUE,"1","9","C11R1",95,5
"T1_933_P2","A10",405,0.303,"1","933","2",TRUE,"1","1","C8R4",95,5
"T1_933_P2","A11",405,0.281,"1","933","2",TRUE,"1","2","C8R4",95,5
"T1_933_P2","A12",405,0.313,"1","933","2",TRUE,"1","3","C8R4",95,5
"T1_933_P2","B01",405,0.276,"1","933","2",TRUE,"2","1","C11R1",95,5
"T1_933_P2","B02",405,0.001,"1","933","2",TRUE,"2","2","C11R1",95,5
"T1_933_P2","B03",405,0.07,"1","933","2",TRUE,"2","3","C11R1",95,5
"T1_933_P2","B04",405,0.129,"1","933","2",TRUE,"2","4","C11R1",95,5
"T1_933_P2","B05",405,0.278,"1","933","2",TRUE,"2","5","C11R1",95,5
"T1_933_P2","B06",405,0.261,"1","933","2",TRUE,"2","6","C11R1",95,5
"T1_933_P2","B07",405,0.256,"1","933","2",TRUE,"2","7","C11R1",95,5
"T1_933_P2","B08",405,0.002,"1","933","2",TRUE,"2","8","C11R1",95,5
"T1_933_P2","B09",405,0.001,"1","933","2",TRUE,"2","9","C11R1",95,5
"T1_933_P2","B10",405,0.302,"1","933","2",TRUE,"2","1","C8R4",95,5
"T1_933_P2","B11",405,0.287,"1","933","2",TRUE,"2","2","C8R4",95,5
"T1_933_P2","B12",405,0.289,"1","933","2",TRUE,"2","3","C8R4",95,5
"T1_933_P2","C01",405,0.265,"1","933","2",TRUE,"3","1","C11R1",95,5
"T1_933_P2","C02",405,0.04,"1","933","2",TRUE,"3","2","C11R1",95,5
